"商品コード","検索カナ","略称","印刷用コード","商品名","名称２","名称３","名称４","名称５","品合せ担当者CD","分類２コード","分類３コード","分類４コード","分類５コード","部門コード","バラ単位コード","ケース単位コード","ケース２単位コード","ケース入数","ケース２入数","使用単価","ケース入数小数桁","ケース箱数小数桁","ケース２入数小数桁","ケース２箱数小数桁","単価小数桁","数量小数桁","数量端数処理","金額端数桁","金額端数処理","消費税区分","売上使用単価","売上使用単価 取得順序","仕入使用単価","仕入使用単価 取得順序","使用原単価","使用原単価 取得順序","バラ標準価格","ケース標準価格","ケース２標準価格","バラ原価","ケース原価","ケース２原価","バラ売価１","ケース売価１","ケース２売価１","バラ売価２","ケース売価２","ケース２売価２","バラ売価３","ケース売価３","ケース２売価３","バラ売価４","ケース売価４","ケース２売価４","バラ売価５","ケース売価５","ケース２売価５","在庫管理","在庫単価","導入時在庫日付","導入時在庫数量","導入時在庫金額","主仕入先コード","売上計算式コード","仕入計算式コード","摘要","日計歩引金額","月計歩引金額","汎用数値３","汎用数値４","汎用数値５","汎用日付１","汎用日付２","汎用日付３","汎用日付４","汎用日付５","汎用摘要１","汎用摘要２","汎用摘要３","汎用摘要４","汎用摘要５","JANコード","有効期限","在庫評価方法","消費税率"
"09420","ｼ094","商09420","","商09420","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"09421","ｼ094","商09421","","商09421","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"09430","ｼ094","商09430","","商09430","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"09440","ｼ094","商09440","","商09440","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"09442","ｼ094","商09442","","商09442","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"09443","ｼ094","商09443","","商09443","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"09444","ｼ094","商09444","","商09444","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"09445","ｼ094","商09445","","商09445","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"09446","ｼ094","商09446","","商09446","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"09447","ｼ094","商09447","","商09447","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"09450","ｼ094","商09450","","商09450","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"09460","ｼ094","商09460","","商09460","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"09470","ｼ094","商09470","","商09470","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"09480","ｼ094","商09480","","商09480","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"09500","ｼ095","商09500","","商09500","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"09510","ｼ095","商09510","","商09510","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"09520","ｼ095","商09520","","商09520","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"09530","ｼ095","商09530","","商09530","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"09540","ｼ095","商09540","","商09540","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"09550","ｼ095","商09550","","商09550","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"09560","ｼ095","商09560","","商09560","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"09570","ｼ095","商09570","","商09570","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"09580","ｼ095","商09580","","商09580","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"09590","ｼ095","商09590","","商09590","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"09970","ｼ099","商09970","","商09970","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"09980","ｼ099","商09980","","商09980","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"09990","ｼ099","商09990","","商09990","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"10010","ｼ100","商10010","","商10010","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"10990","ｼ109","商10990","","商10990","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"10991","ｼ109","商10991","","商10991","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"11010","ｼ110","商11010","","商11010","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"11020","ｼ110","商11020","","商11020","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"11021","ｼ110","商11021","","商11021","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"11022","ｼ110","商11022","","商11022","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"11030","ｼ110","商11030","","商11030","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"11031","ｼ110","商11031","","商11031","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"11040","ｼ110","商11040","","商11040","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"11050","ｼ110","商11050","","商11050","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"11060","ｼ110","商11060","","商11060","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"11070","ｼ110","商11070","","商11070","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"11071","ｼ110","商11071","","商11071","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"11080","ｼ110","商11080","","商11080","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"11160","ｼ111","商11160","","商11160","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"11161","ｼ111","商11161","","商11161","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"11170","ｼ111","商11170","","商11170","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"11180","ｼ111","商11180","","商11180","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"11190","ｼ111","商11190","","商11190","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"11200","ｼ112","商11200","","商11200","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
"11210","ｼ112","商11210","","商11210","","","","","001","000","000","0000","0000","000","00","00","00",0.0000,0.0000,1,0,0,0,0,2,2,1,1,3,2,0,"834567",0,"801269",0,"80123469",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,,0.0000,0.0000,"00000","000","000","",0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,"","","","","","",,1,3
